Transaction ID,Product Name,Category,Units Sold,Unit Price,Total Revenue,Discount Applied,Store Location,Channel,Date of Sale,Day,Month,Year,Weather,Holiday
T05905,Gadget Y,Electronics,3,2524.92,7574.76,10%,Hyderabad,Online,2022-10-27,27,October,2022,Cloudy,No
T05906,Tool Z,Electronics,11,2472.39,27196.29,20%,Hyderabad,Offline,2023-06-28,28,June,2023,Rainy,No
T05907,Device M,Groceries,5,2319.24,11596.2,10%,Hyderabad,Offline,2023-10-31,31,October,2023,Rainy,Yes
T05908,Tool Z,Groceries,16,2663.77,42620.32,15%,Bengaluru,Offline,2024-12-19,19,December,2024,Cloudy,No
T05909,Gadget X,Electronics,18,4611.2,83001.6,5%,Pune,Online,2023-10-02,2,October,2023,Foggy,No
T05910,Device M,Toys,8,652.29,5218.32,0%,Bengaluru,Online,2024-06-29,29,June,2024,Cloudy,Yes
T05911,Gadget X,Tools,18,3491.4,62845.2,5%,Hyderabad,Offline,2024-12-21,21,December,2024,Windy,No
T05912,Widget B,Electronics,14,2835.1,39691.4,15%,Kolkata,Offline,2024-10-18,18,October,2024,Foggy,No
T05913,Gadget X,Home Appliances,7,2031.55,14220.85,5%,Delhi,Offline,2022-04-07,7,April,2022,Foggy,No
T05914,Gadget Y,Electronics,11,1171.64,12888.04,0%,Chennai,Offline,2022-07-16,16,July,2022,Windy,No
T05915,Gadget Y,Toys,16,4129.49,66071.84,10%,Chennai,Online,2022-08-31,31,August,2022,Rainy,No
T05916,Device M,Groceries,6,3287.49,19724.94,5%,Ahmedabad,Online,2022-08-25,25,August,2022,Windy,Yes
T05917,Device M,Home Appliances,9,4863.02,43767.18,20%,Bengaluru,Offline,2024-11-24,24,November,2024,Rainy,No
T05918,Gadget X,Toys,11,4631.19,50943.09,5%,Hyderabad,Offline,2024-11-07,7,November,2024,Sunny,No
T05919,Tool Z,Home Appliances,18,1020.57,18370.26,5%,Bengaluru,Online,2022-01-28,28,January,2022,Rainy,Yes
T05920,Gadget Y,Toys,18,4493.71,80886.78,5%,Bengaluru,Offline,2024-04-15,15,April,2024,Cloudy,Yes
T05921,Tool Z,Home Appliances,3,684.04,2052.12,5%,Kolkata,Offline,2023-11-20,20,November,2023,Sunny,No
T05922,Device M,Electronics,11,825.58,9081.38,20%,Mumbai,Online,2024-06-06,6,June,2024,Rainy,Yes
T05923,Widget B,Toys,5,3524.14,17620.7,5%,Bengaluru,Online,2022-07-21,21,July,2022,Foggy,No
T05924,Gadget X,Toys,10,1179.64,11796.4,15%,Delhi,Offline,2023-04-16,16,April,2023,Windy,No
T05925,Gadget Y,Groceries,7,4910.06,34370.42,10%,Kolkata,Online,2022-09-24,24,September,2022,Windy,Yes
T05926,Gadget X,Home Appliances,10,971.43,9714.3,10%,Bengaluru,Offline,2024-01-12,12,January,2024,Foggy,Yes
T05927,Widget A,Toys,4,3952.34,15809.36,10%,Mumbai,Online,2024-01-05,5,January,2024,Windy,Yes
T05928,Gadget X,Home Appliances,3,2063.9,6191.7,20%,Mumbai,Offline,2024-10-08,8,October,2024,Foggy,No
T05929,Tool Z,Toys,13,2016.8,26218.4,5%,Mumbai,Offline,2024-12-29,29,December,2024,Sunny,No
T05930,Widget A,Electronics,8,3210.5,25684.0,0%,Bengaluru,Online,2022-11-15,15,November,2022,Windy,No
T05931,Device M,Groceries,15,2994.73,44920.95,15%,Ahmedabad,Offline,2022-09-23,23,September,2022,Windy,Yes
T05932,Gadget Y,Electronics,8,508.73,4069.84,15%,Chennai,Online,2023-07-31,31,July,2023,Cloudy,Yes
T05933,Device M,Toys,3,4478.94,13436.82,20%,Ahmedabad,Online,2023-11-29,29,November,2023,Sunny,Yes
T05934,Gadget Y,Electronics,11,4178.03,45958.33,0%,Hyderabad,Online,2024-06-11,11,June,2024,Rainy,No
T05935,Widget A,Toys,7,4030.0,28210.0,10%,Kolkata,Online,2022-02-27,27,February,2022,Cloudy,Yes
T05936,Tool Z,Toys,12,908.8,10905.6,0%,Bengaluru,Online,2024-12-15,15,December,2024,Foggy,Yes
T05937,Gadget X,Home Appliances,8,2828.26,22626.08,0%,Chennai,Offline,2022-05-13,13,May,2022,Sunny,No
T05938,Widget A,Home Appliances,12,2354.95,28259.4,10%,Delhi,Offline,2023-07-23,23,July,2023,Cloudy,No
T05939,Tool Z,Tools,15,3847.29,57709.35,10%,Chennai,Offline,2023-10-01,1,October,2023,Windy,No
T05940,Gadget X,Toys,1,3947.09,3947.09,5%,Hyderabad,Offline,2024-08-12,12,August,2024,Rainy,No
T05941,Gadget X,Electronics,14,4384.22,61379.08,15%,Pune,Online,2024-08-28,28,August,2024,Rainy,No
T05942,Widget A,Toys,16,1770.27,28324.32,15%,Pune,Online,2022-05-27,27,May,2022,Windy,Yes
T05943,Widget A,Electronics,5,1578.01,7890.05,0%,Kolkata,Online,2022-07-07,7,July,2022,Sunny,Yes
T05944,Gadget X,Electronics,15,2610.14,39152.1,0%,Pune,Offline,2022-05-28,28,May,2022,Cloudy,Yes
T05945,Tool Z,Toys,14,3184.49,44582.86,15%,Bengaluru,Offline,2023-12-28,28,December,2023,Rainy,No
T05946,Gadget X,Electronics,10,2816.17,28161.7,10%,Chennai,Offline,2023-08-06,6,August,2023,Rainy,Yes
T05947,Gadget X,Groceries,10,3720.77,37207.7,15%,Ahmedabad,Offline,2024-11-11,11,November,2024,Sunny,No
T05948,Widget A,Toys,3,2427.26,7281.78,0%,Mumbai,Online,2022-05-19,19,May,2022,Foggy,Yes
T05949,Tool Z,Tools,14,4171.18,58396.52,20%,Pune,Offline,2022-03-29,29,March,2022,Rainy,No
T05950,Gadget X,Groceries,8,3144.38,25155.04,5%,Hyderabad,Online,2022-04-08,8,April,2022,Rainy,No
T05951,Widget A,Groceries,8,760.74,6085.92,10%,Delhi,Online,2023-01-03,3,January,2023,Cloudy,No
T05952,Widget A,Toys,2,757.86,1515.72,5%,Mumbai,Offline,2023-09-24,24,September,2023,Cloudy,No
T05953,Widget B,Tools,4,884.94,3539.76,10%,Pune,Offline,2024-11-23,23,November,2024,Rainy,Yes
T05954,Tool Z,Electronics,13,577.99,7513.87,0%,Delhi,Offline,2023-12-28,28,December,2023,Rainy,Yes
T05955,Device M,Electronics,7,4400.51,30803.57,5%,Bengaluru,Offline,2023-08-12,12,August,2023,Rainy,No
T05956,Device M,Home Appliances,10,3213.48,32134.8,20%,Ahmedabad,Online,2023-01-11,11,January,2023,Cloudy,Yes
T05957,Widget B,Toys,3,4819.26,14457.78,5%,Chennai,Online,2024-12-17,17,December,2024,Windy,Yes
T05958,Widget A,Groceries,3,4073.6,12220.8,20%,Hyderabad,Online,2024-05-18,18,May,2024,Rainy,Yes
T05959,Widget B,Tools,12,2569.66,30835.92,20%,Ahmedabad,Offline,2024-05-02,2,May,2024,Cloudy,No
T05960,Device M,Toys,14,2330.75,32630.5,0%,Ahmedabad,Offline,2022-01-12,12,January,2022,Windy,Yes
T05961,Widget B,Electronics,15,3809.05,57135.75,10%,Delhi,Online,2022-07-26,26,July,2022,Rainy,No
T05962,Widget A,Home Appliances,6,3806.42,22838.52,0%,Kolkata,Online,2023-04-12,12,April,2023,Foggy,No
T05963,Device M,Home Appliances,9,3861.7,34755.3,15%,Mumbai,Offline,2022-09-04,4,September,2022,Cloudy,No
T05964,Tool Z,Groceries,18,3712.43,66823.74,10%,Mumbai,Online,2022-02-27,27,February,2022,Cloudy,Yes
T05965,Gadget X,Home Appliances,17,659.87,11217.79,20%,Mumbai,Online,2023-12-14,14,December,2023,Cloudy,Yes
T05966,Gadget Y,Groceries,9,2047.3,18425.7,15%,Kolkata,Online,2022-12-17,17,December,2022,Cloudy,No
T05967,Widget B,Electronics,17,4187.66,71190.22,10%,Mumbai,Online,2023-12-04,4,December,2023,Sunny,No
T05968,Tool Z,Tools,10,2339.69,23396.9,10%,Bengaluru,Online,2024-02-15,15,February,2024,Foggy,No
T05969,Device M,Home Appliances,13,1739.21,22609.73,0%,Kolkata,Online,2023-05-26,26,May,2023,Foggy,No
T05970,Widget B,Home Appliances,10,1936.85,19368.5,0%,Hyderabad,Offline,2024-03-20,20,March,2024,Foggy,No
T05971,Device M,Home Appliances,1,2274.3,2274.3,20%,Chennai,Offline,2023-12-28,28,December,2023,Rainy,Yes
T05972,Widget A,Toys,11,2111.54,23226.94,10%,Hyderabad,Online,2023-10-16,16,October,2023,Cloudy,Yes
T05973,Widget A,Toys,16,4433.9,70942.4,10%,Mumbai,Online,2024-12-07,7,December,2024,Foggy,No
T05974,Widget B,Groceries,1,4388.49,4388.49,20%,Hyderabad,Online,2023-10-16,16,October,2023,Cloudy,Yes
T05975,Tool Z,Toys,18,938.28,16889.04,15%,Mumbai,Offline,2022-10-05,5,October,2022,Sunny,Yes
T05976,Device M,Groceries,3,3488.09,10464.27,15%,Mumbai,Online,2023-01-09,9,January,2023,Sunny,Yes
T05977,Widget A,Home Appliances,12,2789.41,33472.92,0%,Pune,Online,2023-12-23,23,December,2023,Rainy,Yes
T05978,Widget A,Home Appliances,18,3174.62,57143.16,5%,Bengaluru,Offline,2023-11-24,24,November,2023,Sunny,No
T05979,Widget B,Tools,10,3737.41,37374.1,15%,Hyderabad,Offline,2022-01-18,18,January,2022,Cloudy,No
T05980,Gadget Y,Home Appliances,9,3475.07,31275.63,0%,Kolkata,Online,2024-11-07,7,November,2024,Foggy,Yes
T05981,Device M,Tools,3,2875.78,8627.34,0%,Ahmedabad,Offline,2024-09-11,11,September,2024,Sunny,Yes
T05982,Widget A,Electronics,16,4985.65,79770.4,10%,Ahmedabad,Offline,2023-12-31,31,December,2023,Sunny,Yes
T05983,Widget A,Tools,6,3833.18,22999.08,15%,Delhi,Offline,2022-06-08,8,June,2022,Foggy,Yes
T05984,Gadget Y,Groceries,13,1727.67,22459.71,0%,Bengaluru,Online,2022-04-26,26,April,2022,Rainy,No
T05985,Widget B,Tools,16,1883.76,30140.16,20%,Ahmedabad,Online,2023-08-03,3,August,2023,Foggy,No
T05986,Device M,Groceries,17,645.95,10981.15,5%,Chennai,Online,2023-06-10,10,June,2023,Windy,Yes
T05987,Widget A,Tools,16,290.32,4645.12,20%,Mumbai,Online,2024-04-21,21,April,2024,Sunny,No
T05988,Widget B,Tools,7,1199.16,8394.12,20%,Pune,Offline,2024-06-06,6,June,2024,Rainy,No
T05989,Widget A,Home Appliances,4,3377.16,13508.64,15%,Pune,Online,2023-02-26,26,February,2023,Cloudy,Yes
T05990,Tool Z,Tools,16,4150.52,66408.32,10%,Kolkata,Online,2023-09-28,28,September,2023,Windy,No
T05991,Tool Z,Toys,18,1810.65,32591.7,0%,Mumbai,Online,2024-09-17,17,September,2024,Foggy,Yes
T05992,Widget A,Home Appliances,8,3039.37,24314.96,15%,Ahmedabad,Offline,2022-07-15,15,July,2022,Windy,No
T05993,Widget A,Home Appliances,8,4283.4,34267.2,20%,Mumbai,Online,2023-11-11,11,November,2023,Foggy,No
T05994,Tool Z,Toys,17,270.45,4597.65,5%,Pune,Online,2023-05-26,26,May,2023,Foggy,Yes
T05995,Widget B,Toys,6,1951.5,11709.0,5%,Chennai,Offline,2022-05-01,1,May,2022,Cloudy,Yes
T05996,Gadget Y,Groceries,11,2148.26,23630.86,20%,Pune,Online,2024-10-09,9,October,2024,Rainy,Yes
T05997,Gadget Y,Tools,13,366.46,4763.98,0%,Mumbai,Online,2022-11-23,23,November,2022,Windy,Yes
T05998,Gadget X,Electronics,10,1205.33,12053.3,10%,Delhi,Online,2023-01-09,9,January,2023,Cloudy,No
T05999,Gadget X,Toys,18,2599.51,46791.18,5%,Mumbai,Offline,2023-08-22,22,August,2023,Rainy,No
T06000,Widget A,Toys,9,4022.01,36198.09,15%,Chennai,Offline,2024-01-03,3,January,2024,Sunny,No
T06001,Device M,Home Appliances,10,3102.62,31026.2,20%,Ahmedabad,Offline,2024-10-09,9,October,2024,Foggy,Yes
T06002,Gadget Y,Groceries,14,1861.94,26067.16,0%,Ahmedabad,Offline,2024-12-29,29,December,2024,Foggy,No
T06003,Gadget X,Groceries,18,4108.19,73947.42,10%,Delhi,Offline,2024-03-28,28,March,2024,Rainy,Yes
T06004,Gadget Y,Groceries,15,793.98,11909.7,5%,Kolkata,Online,2023-08-23,23,August,2023,Rainy,No
T06005,Widget A,Toys,6,352.15,2112.9,20%,Delhi,Online,2024-08-19,19,August,2024,Sunny,No
T06006,Device M,Groceries,16,3105.66,49690.56,20%,Pune,Offline,2022-09-21,21,September,2022,Sunny,No
T06007,Widget A,Home Appliances,8,4608.63,36869.04,0%,Hyderabad,Offline,2024-09-29,29,September,2024,Cloudy,Yes
T06008,Gadget Y,Tools,7,4367.24,30570.68,15%,Chennai,Offline,2023-11-07,7,November,2023,Foggy,No
T06009,Gadget Y,Home Appliances,12,1957.4,23488.8,10%,Chennai,Online,2023-02-21,21,February,2023,Cloudy,No
T06010,Widget A,Groceries,14,870.94,12193.16,10%,Pune,Offline,2022-04-29,29,April,2022,Sunny,Yes
T06011,Gadget X,Electronics,13,4135.72,53764.36,15%,Hyderabad,Offline,2022-03-05,5,March,2022,Sunny,Yes
T06012,Device M,Electronics,18,101.26,1822.68,20%,Chennai,Offline,2022-03-20,20,March,2022,Cloudy,Yes
T06013,Widget B,Electronics,14,3118.97,43665.58,10%,Mumbai,Online,2024-12-30,30,December,2024,Cloudy,Yes
T06014,Widget B,Electronics,7,2834.35,19840.45,20%,Pune,Online,2023-12-09,9,December,2023,Windy,Yes
T06015,Tool Z,Home Appliances,2,4426.24,8852.48,20%,Bengaluru,Online,2022-08-21,21,August,2022,Windy,Yes
T06016,Gadget X,Home Appliances,6,1565.12,9390.72,10%,Ahmedabad,Online,2022-02-28,28,February,2022,Rainy,Yes
T06017,Tool Z,Electronics,3,680.8,2042.4,20%,Delhi,Offline,2023-03-19,19,March,2023,Rainy,Yes
T06018,Gadget X,Home Appliances,7,4978.71,34850.97,0%,Bengaluru,Online,2024-05-31,31,May,2024,Cloudy,No
T06019,Tool Z,Home Appliances,12,148.59,1783.08,15%,Mumbai,Online,2024-08-18,18,August,2024,Sunny,Yes
T06020,Tool Z,Groceries,13,352.08,4577.04,5%,Ahmedabad,Online,2023-06-04,4,June,2023,Foggy,Yes
T06021,Widget B,Tools,18,2367.17,42609.06,5%,Chennai,Online,2024-12-22,22,December,2024,Windy,Yes
T06022,Tool Z,Tools,11,3113.43,34247.73,10%,Pune,Online,2023-07-19,19,July,2023,Foggy,Yes
T06023,Tool Z,Home Appliances,3,3231.0,9693.0,20%,Pune,Offline,2024-02-13,13,February,2024,Rainy,Yes
T06024,Gadget X,Toys,19,4097.72,77856.68,5%,Mumbai,Offline,2024-07-18,18,July,2024,Rainy,No
T06025,Widget B,Tools,2,3339.85,6679.7,20%,Kolkata,Offline,2023-06-24,24,June,2023,Sunny,No
T06026,Gadget Y,Groceries,2,3906.48,7812.96,0%,Hyderabad,Offline,2022-08-11,11,August,2022,Foggy,No
T06027,Widget A,Toys,5,4193.07,20965.35,20%,Pune,Offline,2022-11-22,22,November,2022,Sunny,No
T06028,Widget B,Groceries,2,3187.28,6374.56,15%,Kolkata,Offline,2024-11-04,4,November,2024,Cloudy,No
T06029,Widget A,Tools,16,4807.56,76920.96,0%,Pune,Online,2024-04-14,14,April,2024,Foggy,No
T06030,Tool Z,Toys,14,1919.69,26875.66,5%,Delhi,Offline,2022-02-20,20,February,2022,Sunny,Yes
T06031,Gadget X,Home Appliances,3,2820.21,8460.63,0%,Ahmedabad,Offline,2024-04-29,29,April,2024,Sunny,Yes
T06032,Gadget X,Toys,2,315.81,631.62,0%,Mumbai,Online,2023-07-15,15,July,2023,Rainy,No
T06033,Widget A,Tools,6,2460.27,14761.62,0%,Mumbai,Offline,2024-03-23,23,March,2024,Foggy,No
T06034,Tool Z,Tools,10,2087.74,20877.4,15%,Hyderabad,Offline,2023-05-15,15,May,2023,Sunny,No
T06035,Widget A,Tools,2,1295.26,2590.52,10%,Delhi,Offline,2023-06-30,30,June,2023,Windy,No
T06036,Device M,Electronics,18,3943.21,70977.78,20%,Kolkata,Offline,2023-10-08,8,October,2023,Rainy,No
T06037,Device M,Electronics,13,4035.04,52455.52,0%,Kolkata,Offline,2022-01-01,1,January,2022,Sunny,Yes
T06038,Tool Z,Electronics,16,2840.44,45447.04,5%,Pune,Offline,2024-12-16,16,December,2024,Windy,Yes
T06039,Widget A,Toys,5,839.85,4199.25,20%,Ahmedabad,Online,2024-05-10,10,May,2024,Rainy,No
T06040,Gadget Y,Toys,10,615.18,6151.8,15%,Kolkata,Offline,2024-01-27,27,January,2024,Windy,Yes
T06041,Device M,Electronics,9,4066.73,36600.57,10%,Kolkata,Online,2024-10-16,16,October,2024,Foggy,No
T06042,Gadget X,Tools,15,3252.32,48784.8,0%,Ahmedabad,Online,2023-04-06,6,April,2023,Sunny,No
T06043,Widget B,Toys,4,3847.14,15388.56,10%,Bengaluru,Online,2022-02-21,21,February,2022,Cloudy,No
T06044,Device M,Groceries,15,4144.29,62164.35,5%,Hyderabad,Online,2024-11-11,11,November,2024,Sunny,Yes
T06045,Widget A,Electronics,15,1014.66,15219.9,0%,Ahmedabad,Online,2023-10-24,24,October,2023,Rainy,Yes
T06046,Widget B,Groceries,5,4091.67,20458.35,15%,Mumbai,Offline,2022-06-08,8,June,2022,Rainy,Yes
T06047,Gadget X,Home Appliances,11,4258.02,46838.22,10%,Ahmedabad,Online,2024-03-02,2,March,2024,Windy,No
T06048,Gadget X,Home Appliances,18,3610.26,64984.68,20%,Hyderabad,Online,2024-10-20,20,October,2024,Rainy,Yes
T06049,Gadget Y,Toys,14,990.34,13864.76,0%,Hyderabad,Online,2024-03-27,27,March,2024,Windy,Yes
T06050,Gadget Y,Electronics,13,4393.42,57114.46,0%,Delhi,Offline,2023-11-05,5,November,2023,Sunny,No
T06051,Widget B,Tools,19,2681.24,50943.56,20%,Kolkata,Offline,2024-12-08,8,December,2024,Rainy,No
T06052,Tool Z,Electronics,4,4965.22,19860.88,15%,Kolkata,Offline,2024-08-05,5,August,2024,Cloudy,No
T06053,Gadget Y,Toys,9,906.02,8154.18,20%,Bengaluru,Offline,2023-01-05,5,January,2023,Foggy,Yes
T06054,Gadget Y,Electronics,11,3123.73,34361.03,5%,Mumbai,Online,2024-07-22,22,July,2024,Cloudy,Yes
T06055,Gadget Y,Electronics,15,2204.41,33066.15,5%,Kolkata,Online,2023-12-16,16,December,2023,Cloudy,Yes
T06056,Widget A,Toys,4,4969.6,19878.4,5%,Delhi,Offline,2022-09-23,23,September,2022,Rainy,No
T06057,Device M,Electronics,14,1978.54,27699.56,10%,Pune,Offline,2022-02-21,21,February,2022,Rainy,No
T06058,Gadget X,Toys,15,4682.18,70232.7,5%,Delhi,Online,2024-01-07,7,January,2024,Sunny,Yes
T06059,Device M,Tools,7,1024.76,7173.32,15%,Chennai,Online,2023-05-20,20,May,2023,Cloudy,No
T06060,Widget B,Home Appliances,12,1476.26,17715.12,0%,Delhi,Online,2024-01-08,8,January,2024,Sunny,Yes
T06061,Widget B,Groceries,10,3618.55,36185.5,20%,Ahmedabad,Online,2024-06-17,17,June,2024,Windy,Yes
T06062,Widget B,Home Appliances,13,4803.22,62441.86,20%,Kolkata,Offline,2023-10-05,5,October,2023,Foggy,No
T06063,Tool Z,Home Appliances,3,3363.01,10089.03,0%,Pune,Offline,2024-02-26,26,February,2024,Cloudy,Yes
T06064,Device M,Electronics,16,4365.19,69843.04,20%,Bengaluru,Online,2023-06-06,6,June,2023,Cloudy,No
T06065,Gadget X,Groceries,11,3404.53,37449.83,15%,Ahmedabad,Offline,2024-07-17,17,July,2024,Sunny,Yes
T06066,Widget B,Home Appliances,5,2411.7,12058.5,5%,Hyderabad,Online,2024-12-22,22,December,2024,Foggy,Yes
T06067,Gadget X,Home Appliances,4,1297.93,5191.72,20%,Hyderabad,Offline,2023-09-16,16,September,2023,Foggy,No
T06068,Widget A,Home Appliances,14,3960.76,55450.64,20%,Ahmedabad,Online,2022-02-07,7,February,2022,Foggy,No
T06069,Gadget Y,Toys,2,1089.68,2179.36,10%,Ahmedabad,Offline,2024-11-20,20,November,2024,Windy,No
T06070,Device M,Groceries,11,3848.82,42337.02,5%,Mumbai,Online,2022-12-24,24,December,2022,Cloudy,Yes
T06071,Widget B,Tools,15,2652.1,39781.5,15%,Mumbai,Offline,2024-09-13,13,September,2024,Foggy,Yes
T06072,Device M,Home Appliances,9,77.23,695.07,15%,Kolkata,Online,2023-10-20,20,October,2023,Cloudy,Yes
T06073,Gadget Y,Home Appliances,18,4409.26,79366.68,5%,Pune,Offline,2022-08-11,11,August,2022,Rainy,Yes
T06074,Tool Z,Tools,8,3173.89,25391.12,0%,Bengaluru,Online,2023-06-01,1,June,2023,Windy,Yes
T06075,Widget A,Toys,15,4406.23,66093.45,15%,Bengaluru,Offline,2023-11-29,29,November,2023,Sunny,Yes
T06076,Widget A,Tools,5,2112.87,10564.35,5%,Hyderabad,Online,2024-04-05,5,April,2024,Rainy,Yes
T06077,Tool Z,Home Appliances,3,908.56,2725.68,20%,Delhi,Offline,2023-10-04,4,October,2023,Foggy,Yes
T06078,Tool Z,Home Appliances,4,2741.23,10964.92,10%,Bengaluru,Online,2024-06-28,28,June,2024,Cloudy,Yes
T06079,Gadget X,Tools,5,1179.2,5896.0,15%,Bengaluru,Offline,2023-07-04,4,July,2023,Windy,No
T06080,Widget B,Tools,15,2396.73,35950.95,5%,Kolkata,Offline,2023-02-16,16,February,2023,Windy,No
T06081,Device M,Tools,16,1917.19,30675.04,5%,Chennai,Online,2024-11-22,22,November,2024,Sunny,Yes
T06082,Gadget X,Toys,15,2167.63,32514.45,0%,Bengaluru,Offline,2022-03-05,5,March,2022,Rainy,No
T06083,Widget A,Electronics,4,2063.38,8253.52,20%,Pune,Offline,2022-07-25,25,July,2022,Rainy,No
T06084,Gadget X,Groceries,13,3398.34,44178.42,5%,Ahmedabad,Online,2023-02-10,10,February,2023,Windy,Yes
T06085,Gadget Y,Groceries,16,3159.94,50559.04,5%,Delhi,Offline,2023-09-14,14,September,2023,Windy,No
T06086,Gadget X,Toys,3,2110.05,6330.15,5%,Hyderabad,Offline,2023-06-15,15,June,2023,Windy,Yes
T06087,Gadget Y,Tools,4,3689.48,14757.92,0%,Pune,Online,2022-06-04,4,June,2022,Rainy,No
T06088,Tool Z,Tools,14,2633.39,36867.46,15%,Chennai,Offline,2024-11-23,23,November,2024,Cloudy,No
T06089,Device M,Groceries,17,418.97,7122.49,5%,Mumbai,Offline,2024-11-30,30,November,2024,Foggy,No
T06090,Tool Z,Toys,12,1677.1,20125.2,5%,Ahmedabad,Offline,2022-02-25,25,February,2022,Foggy,Yes
T06091,Gadget Y,Toys,6,1156.73,6940.38,0%,Hyderabad,Online,2022-08-18,18,August,2022,Windy,Yes
T06092,Gadget Y,Groceries,11,1497.01,16467.11,5%,Pune,Offline,2023-06-15,15,June,2023,Sunny,No
T06093,Tool Z,Tools,16,483.46,7735.36,0%,Bengaluru,Online,2024-06-16,16,June,2024,Sunny,No
T06094,Gadget X,Electronics,1,4144.66,4144.66,10%,Bengaluru,Offline,2023-12-13,13,December,2023,Foggy,Yes
T06095,Widget B,Groceries,17,110.07,1871.19,20%,Bengaluru,Offline,2022-10-31,31,October,2022,Windy,No
T06096,Widget A,Toys,3,2851.75,8555.25,0%,Mumbai,Online,2022-11-05,5,November,2022,Windy,Yes
T06097,Device M,Tools,16,1723.78,27580.48,15%,Chennai,Offline,2022-06-26,26,June,2022,Cloudy,No
T06098,Device M,Tools,2,4175.41,8350.82,5%,Hyderabad,Offline,2022-11-09,9,November,2022,Cloudy,No
T06099,Widget A,Toys,17,2539.01,43163.17,10%,Ahmedabad,Offline,2024-02-19,19,February,2024,Cloudy,No
T06100,Gadget Y,Groceries,7,1231.01,8617.07,10%,Hyderabad,Offline,2024-05-12,12,May,2024,Windy,No
T06101,Tool Z,Home Appliances,4,3369.39,13477.56,15%,Mumbai,Offline,2022-01-23,23,January,2022,Windy,Yes
T06102,Widget B,Home Appliances,7,859.84,6018.88,0%,Bengaluru,Offline,2022-06-11,11,June,2022,Windy,Yes
T06103,Widget B,Tools,16,2745.14,43922.24,5%,Pune,Online,2023-08-04,4,August,2023,Cloudy,No
T06104,Widget B,Groceries,19,4820.09,91581.71,10%,Pune,Offline,2022-04-16,16,April,2022,Rainy,No
T06105,Device M,Groceries,1,1176.67,1176.67,15%,Mumbai,Online,2024-04-17,17,April,2024,Rainy,Yes
T06106,Gadget Y,Electronics,18,293.54,5283.72,5%,Mumbai,Offline,2024-06-18,18,June,2024,Cloudy,No
T06107,Widget A,Home Appliances,14,982.6,13756.4,15%,Ahmedabad,Online,2022-10-12,12,October,2022,Foggy,Yes
T06108,Device M,Electronics,4,3524.18,14096.72,10%,Mumbai,Online,2022-01-30,30,January,2022,Windy,No
T06109,Widget B,Electronics,12,3039.9,36478.8,20%,Hyderabad,Online,2024-01-28,28,January,2024,Sunny,No
T06110,Tool Z,Toys,13,1348.93,17536.09,0%,Hyderabad,Online,2023-11-14,14,November,2023,Foggy,No
T06111,Gadget X,Toys,6,78.75,472.5,5%,Bengaluru,Offline,2022-02-15,15,February,2022,Cloudy,No
T06112,Widget B,Tools,16,2059.7,32955.2,0%,Mumbai,Online,2023-03-15,15,March,2023,Cloudy,Yes
T06113,Tool Z,Electronics,2,1719.92,3439.84,0%,Hyderabad,Offline,2022-06-18,18,June,2022,Foggy,No
T06114,Device M,Tools,17,2703.56,45960.52,10%,Pune,Offline,2024-06-28,28,June,2024,Cloudy,No
T06115,Gadget Y,Tools,11,1184.34,13027.74,10%,Delhi,Online,2022-04-26,26,April,2022,Foggy,No
T06116,Widget A,Home Appliances,17,1742.69,29625.73,5%,Ahmedabad,Online,2024-02-19,19,February,2024,Rainy,Yes
T06117,Gadget X,Electronics,12,3551.0,42612.0,0%,Hyderabad,Online,2023-10-20,20,October,2023,Cloudy,No
T06118,Widget B,Groceries,18,526.95,9485.1,15%,Delhi,Online,2024-11-22,22,November,2024,Sunny,No
T06119,Device M,Tools,19,4366.95,82972.05,5%,Hyderabad,Online,2022-03-16,16,March,2022,Rainy,Yes
T06120,Device M,Tools,9,4996.24,44966.16,15%,Hyderabad,Offline,2023-10-29,29,October,2023,Foggy,Yes
T06121,Tool Z,Electronics,12,2104.12,25249.44,15%,Pune,Offline,2024-11-18,18,November,2024,Rainy,No
T06122,Gadget Y,Tools,6,1135.02,6810.12,5%,Chennai,Offline,2024-08-27,27,August,2024,Rainy,No
T06123,Tool Z,Groceries,11,4678.91,51468.01,0%,Mumbai,Online,2022-10-22,22,October,2022,Rainy,No
T06124,Gadget Y,Tools,17,1339.87,22777.79,10%,Pune,Online,2022-04-05,5,April,2022,Rainy,Yes
T06125,Gadget Y,Toys,7,4714.43,33001.01,20%,Kolkata,Online,2022-06-20,20,June,2022,Rainy,Yes
T06126,Widget B,Home Appliances,11,1204.33,13247.63,0%,Kolkata,Offline,2024-07-07,7,July,2024,Windy,No
T06127,Device M,Home Appliances,15,714.54,10718.1,10%,Mumbai,Online,2022-07-25,25,July,2022,Cloudy,No
T06128,Widget B,Groceries,17,2741.7,46608.9,0%,Delhi,Offline,2023-01-20,20,January,2023,Cloudy,No
T06129,Gadget Y,Electronics,15,4269.83,64047.45,5%,Bengaluru,Offline,2023-05-11,11,May,2023,Cloudy,Yes
T06130,Widget B,Toys,1,4582.16,4582.16,10%,Ahmedabad,Offline,2022-02-15,15,February,2022,Foggy,Yes
T06131,Gadget X,Home Appliances,17,4125.36,70131.12,20%,Kolkata,Offline,2024-07-15,15,July,2024,Rainy,No
T06132,Device M,Toys,1,3586.05,3586.05,10%,Kolkata,Offline,2022-08-11,11,August,2022,Cloudy,Yes
